time,accuracy,object,region,subject,date,probe
-3.2000000000000024,0.3333333333333333,2,PERI 35,459601,20240409,probe00
-3.1500000000000026,0.5333333333333333,2,PERI 35,459601,20240409,probe00
-3.1000000000000028,0.3333333333333333,2,PERI 35,459601,20240409,probe00
-3.050000000000003,0.36666666666666664,2,PERI 35,459601,20240409,probe00
-3.000000000000003,0.4,2,PERI 35,459601,20240409,probe00
-2.9500000000000033,0.4666666666666667,2,PERI 35,459601,20240409,probe00
-2.9000000000000035,0.5,2,PERI 35,459601,20240409,probe00
-2.8500000000000036,0.6,2,PERI 35,459601,20240409,probe00
-2.800000000000004,0.6,2,PERI 35,459601,20240409,probe00
-2.750000000000004,0.5666666666666667,2,PERI 35,459601,20240409,probe00
-2.700000000000004,0.36666666666666664,2,PERI 35,459601,20240409,probe00
-2.6500000000000044,0.4,2,PERI 35,459601,20240409,probe00
-2.6000000000000045,0.3333333333333333,2,PERI 35,459601,20240409,probe00
-2.5500000000000047,0.43333333333333335,2,PERI 35,459601,20240409,probe00
-2.500000000000005,0.5333333333333333,2,PERI 35,459601,20240409,probe00
-2.450000000000005,0.5666666666666667,2,PERI 35,459601,20240409,probe00
-2.4000000000000052,0.4666666666666667,2,PERI 35,459601,20240409,probe00
-2.3500000000000054,0.4,2,PERI 35,459601,20240409,probe00
-2.3000000000000056,0.43333333333333335,2,PERI 35,459601,20240409,probe00
-2.2500000000000058,0.5333333333333333,2,PERI 35,459601,20240409,probe00
-2.200000000000006,0.4666666666666667,2,PERI 35,459601,20240409,probe00
-2.150000000000006,0.7,2,PERI 35,459601,20240409,probe00
-2.1000000000000063,0.7,2,PERI 35,459601,20240409,probe00
-2.0500000000000065,0.6333333333333333,2,PERI 35,459601,20240409,probe00
-2.0000000000000067,0.43333333333333335,2,PERI 35,459601,20240409,probe00
-1.9500000000000068,0.36666666666666664,2,PERI 35,459601,20240409,probe00
-1.900000000000007,0.43333333333333335,2,PERI 35,459601,20240409,probe00
-1.8500000000000072,0.6,2,PERI 35,459601,20240409,probe00
-1.8000000000000074,0.5,2,PERI 35,459601,20240409,probe00
-1.7500000000000075,0.5666666666666667,2,PERI 35,459601,20240409,probe00
-1.7000000000000077,0.5333333333333333,2,PERI 35,459601,20240409,probe00
-1.650000000000008,0.5666666666666667,2,PERI 35,459601,20240409,probe00
-1.600000000000008,0.4,2,PERI 35,459601,20240409,probe00
-1.5500000000000083,0.23333333333333334,2,PERI 35,459601,20240409,probe00
-1.5000000000000084,0.5,2,PERI 35,459601,20240409,probe00
-1.4500000000000086,0.5333333333333333,2,PERI 35,459601,20240409,probe00
-1.4000000000000088,0.7333333333333333,2,PERI 35,459601,20240409,probe00
-1.350000000000009,0.5,2,PERI 35,459601,20240409,probe00
-1.3000000000000091,0.5333333333333333,2,PERI 35,459601,20240409,probe00
-1.2500000000000093,0.4666666666666667,2,PERI 35,459601,20240409,probe00
-1.2000000000000095,0.4666666666666667,2,PERI 35,459601,20240409,probe00
-1.1500000000000097,0.6666666666666666,2,PERI 35,459601,20240409,probe00
-1.1000000000000099,0.43333333333333335,2,PERI 35,459601,20240409,probe00
-1.05000000000001,0.23333333333333334,2,PERI 35,459601,20240409,probe00
-1.0000000000000102,0.3,2,PERI 35,459601,20240409,probe00
-0.9500000000000104,0.43333333333333335,2,PERI 35,459601,20240409,probe00
-0.9000000000000106,0.26666666666666666,2,PERI 35,459601,20240409,probe00
-0.8500000000000107,0.3,2,PERI 35,459601,20240409,probe00
-0.8000000000000109,0.3333333333333333,2,PERI 35,459601,20240409,probe00
-0.7500000000000111,0.3,2,PERI 35,459601,20240409,probe00
-0.7000000000000113,0.23333333333333334,2,PERI 35,459601,20240409,probe00
-0.6500000000000115,0.3333333333333333,2,PERI 35,459601,20240409,probe00
-0.6000000000000116,0.3,2,PERI 35,459601,20240409,probe00
-0.5500000000000118,0.5,2,PERI 35,459601,20240409,probe00
-0.500000000000012,0.4666666666666667,2,PERI 35,459601,20240409,probe00
-0.45000000000001217,0.43333333333333335,2,PERI 35,459601,20240409,probe00
-0.40000000000001235,0.4666666666666667,2,PERI 35,459601,20240409,probe00
-0.3500000000000125,0.3,2,PERI 35,459601,20240409,probe00
-0.3000000000000127,0.4,2,PERI 35,459601,20240409,probe00
-0.2500000000000129,0.3,2,PERI 35,459601,20240409,probe00
-0.20000000000001306,0.36666666666666664,2,PERI 35,459601,20240409,probe00
-0.15000000000001323,0.4,2,PERI 35,459601,20240409,probe00
-0.10000000000001341,0.3333333333333333,2,PERI 35,459601,20240409,probe00
-3.9,0.5333333333333333,3,PERI 35,459601,20240409,probe00
-3.85,0.4,3,PERI 35,459601,20240409,probe00
-3.8000000000000003,0.4666666666666667,3,PERI 35,459601,20240409,probe00
-3.7500000000000004,0.5666666666666667,3,PERI 35,459601,20240409,probe00
-3.7000000000000006,0.36666666666666664,3,PERI 35,459601,20240409,probe00
-3.650000000000001,0.3333333333333333,3,PERI 35,459601,20240409,probe00
-3.600000000000001,0.5,3,PERI 35,459601,20240409,probe00
-3.550000000000001,0.5666666666666667,3,PERI 35,459601,20240409,probe00
-3.5000000000000013,0.7,3,PERI 35,459601,20240409,probe00
-3.4500000000000015,0.6666666666666666,3,PERI 35,459601,20240409,probe00
-3.4000000000000017,0.6,3,PERI 35,459601,20240409,probe00
-3.350000000000002,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-3.300000000000002,0.4,3,PERI 35,459601,20240409,probe00
-3.250000000000002,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-3.2000000000000024,0.3333333333333333,3,PERI 35,459601,20240409,probe00
-3.1500000000000026,0.5333333333333333,3,PERI 35,459601,20240409,probe00
-3.1000000000000028,0.3333333333333333,3,PERI 35,459601,20240409,probe00
-3.050000000000003,0.36666666666666664,3,PERI 35,459601,20240409,probe00
-3.000000000000003,0.4,3,PERI 35,459601,20240409,probe00
-2.9500000000000033,0.4666666666666667,3,PERI 35,459601,20240409,probe00
-2.9000000000000035,0.5,3,PERI 35,459601,20240409,probe00
-2.8500000000000036,0.6,3,PERI 35,459601,20240409,probe00
-2.800000000000004,0.6,3,PERI 35,459601,20240409,probe00
-2.750000000000004,0.5666666666666667,3,PERI 35,459601,20240409,probe00
-2.700000000000004,0.36666666666666664,3,PERI 35,459601,20240409,probe00
-2.6500000000000044,0.4,3,PERI 35,459601,20240409,probe00
-2.6000000000000045,0.3333333333333333,3,PERI 35,459601,20240409,probe00
-2.5500000000000047,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-2.500000000000005,0.5333333333333333,3,PERI 35,459601,20240409,probe00
-2.450000000000005,0.5666666666666667,3,PERI 35,459601,20240409,probe00
-2.4000000000000052,0.4666666666666667,3,PERI 35,459601,20240409,probe00
-2.3500000000000054,0.4,3,PERI 35,459601,20240409,probe00
-2.3000000000000056,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-2.2500000000000058,0.5333333333333333,3,PERI 35,459601,20240409,probe00
-2.200000000000006,0.4666666666666667,3,PERI 35,459601,20240409,probe00
-2.150000000000006,0.7,3,PERI 35,459601,20240409,probe00
-2.1000000000000063,0.7,3,PERI 35,459601,20240409,probe00
-2.0500000000000065,0.6333333333333333,3,PERI 35,459601,20240409,probe00
-2.0000000000000067,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-1.9500000000000068,0.36666666666666664,3,PERI 35,459601,20240409,probe00
-1.900000000000007,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-1.8500000000000072,0.6,3,PERI 35,459601,20240409,probe00
-1.8000000000000074,0.5,3,PERI 35,459601,20240409,probe00
-1.7500000000000075,0.5666666666666667,3,PERI 35,459601,20240409,probe00
-1.7000000000000077,0.5333333333333333,3,PERI 35,459601,20240409,probe00
-1.650000000000008,0.5666666666666667,3,PERI 35,459601,20240409,probe00
-1.600000000000008,0.4,3,PERI 35,459601,20240409,probe00
-1.5500000000000083,0.23333333333333334,3,PERI 35,459601,20240409,probe00
-1.5000000000000084,0.5,3,PERI 35,459601,20240409,probe00
-1.4500000000000086,0.5333333333333333,3,PERI 35,459601,20240409,probe00
-1.4000000000000088,0.7333333333333333,3,PERI 35,459601,20240409,probe00
-1.350000000000009,0.5,3,PERI 35,459601,20240409,probe00
-1.3000000000000091,0.5333333333333333,3,PERI 35,459601,20240409,probe00
-1.2500000000000093,0.4666666666666667,3,PERI 35,459601,20240409,probe00
-1.2000000000000095,0.4666666666666667,3,PERI 35,459601,20240409,probe00
-1.1500000000000097,0.6666666666666666,3,PERI 35,459601,20240409,probe00
-1.1000000000000099,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-1.05000000000001,0.23333333333333334,3,PERI 35,459601,20240409,probe00
-1.0000000000000102,0.3,3,PERI 35,459601,20240409,probe00
-0.9500000000000104,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-0.9000000000000106,0.26666666666666666,3,PERI 35,459601,20240409,probe00
-0.8500000000000107,0.3,3,PERI 35,459601,20240409,probe00
-0.8000000000000109,0.3333333333333333,3,PERI 35,459601,20240409,probe00
-0.7500000000000111,0.3,3,PERI 35,459601,20240409,probe00
-0.7000000000000113,0.23333333333333334,3,PERI 35,459601,20240409,probe00
-0.6500000000000115,0.3333333333333333,3,PERI 35,459601,20240409,probe00
-0.6000000000000116,0.3,3,PERI 35,459601,20240409,probe00
-0.5500000000000118,0.5,3,PERI 35,459601,20240409,probe00
-0.500000000000012,0.4666666666666667,3,PERI 35,459601,20240409,probe00
-0.45000000000001217,0.43333333333333335,3,PERI 35,459601,20240409,probe00
-0.40000000000001235,0.4666666666666667,3,PERI 35,459601,20240409,probe00
-0.3500000000000125,0.3,3,PERI 35,459601,20240409,probe00
-0.3000000000000127,0.4,3,PERI 35,459601,20240409,probe00
-0.2500000000000129,0.3,3,PERI 35,459601,20240409,probe00
-0.20000000000001306,0.36666666666666664,3,PERI 35,459601,20240409,probe00
-0.15000000000001323,0.4,3,PERI 35,459601,20240409,probe00
-0.10000000000001341,0.3333333333333333,3,PERI 35,459601,20240409,probe00
-3.9,0.5,1,PERI 36,459601,20240409,probe00
-3.85,0.4,1,PERI 36,459601,20240409,probe00
-3.8000000000000003,0.5,1,PERI 36,459601,20240409,probe00
-3.7500000000000004,0.5,1,PERI 36,459601,20240409,probe00
-3.7000000000000006,0.5333333333333333,1,PERI 36,459601,20240409,probe00
-3.650000000000001,0.6333333333333333,1,PERI 36,459601,20240409,probe00
-3.600000000000001,0.5666666666666667,1,PERI 36,459601,20240409,probe00
-3.550000000000001,0.5,1,PERI 36,459601,20240409,probe00
-3.5000000000000013,0.43333333333333335,1,PERI 36,459601,20240409,probe00
-3.4500000000000015,0.4666666666666667,1,PERI 36,459601,20240409,probe00
-3.4000000000000017,0.43333333333333335,1,PERI 36,459601,20240409,probe00
-3.350000000000002,0.5333333333333333,1,PERI 36,459601,20240409,probe00
-3.300000000000002,0.6333333333333333,1,PERI 36,459601,20240409,probe00
-3.250000000000002,0.4666666666666667,1,PERI 36,459601,20240409,probe00
-3.2000000000000024,0.5,1,PERI 36,459601,20240409,probe00
-3.1500000000000026,0.5333333333333333,1,PERI 36,459601,20240409,probe00
-3.1000000000000028,0.4,1,PERI 36,459601,20240409,probe00
-3.050000000000003,0.5,1,PERI 36,459601,20240409,probe00
-3.000000000000003,0.36666666666666664,1,PERI 36,459601,20240409,probe00
-2.9500000000000033,0.36666666666666664,1,PERI 36,459601,20240409,probe00
-2.9000000000000035,0.3333333333333333,1,PERI 36,459601,20240409,probe00
-2.8500000000000036,0.5,1,PERI 36,459601,20240409,probe00
-2.800000000000004,0.5666666666666667,1,PERI 36,459601,20240409,probe00
-2.750000000000004,0.5333333333333333,1,PERI 36,459601,20240409,probe00
-2.700000000000004,0.36666666666666664,1,PERI 36,459601,20240409,probe00
-2.6500000000000044,0.3333333333333333,1,PERI 36,459601,20240409,probe00
-2.6000000000000045,0.4,1,PERI 36,459601,20240409,probe00
-2.5500000000000047,0.6,1,PERI 36,459601,20240409,probe00
-2.500000000000005,0.5,1,PERI 36,459601,20240409,probe00
-2.450000000000005,0.7,1,PERI 36,459601,20240409,probe00
-2.4000000000000052,0.6,1,PERI 36,459601,20240409,probe00
-2.3500000000000054,0.5333333333333333,1,PERI 36,459601,20240409,probe00
-2.3000000000000056,0.4666666666666667,1,PERI 36,459601,20240409,probe00
-2.2500000000000058,0.4,1,PERI 36,459601,20240409,probe00
-2.200000000000006,0.36666666666666664,1,PERI 36,459601,20240409,probe00
-2.150000000000006,0.5,1,PERI 36,459601,20240409,probe00
-2.1000000000000063,0.7333333333333333,1,PERI 36,459601,20240409,probe00
-2.0500000000000065,0.7,1,PERI 36,459601,20240409,probe00
-2.0000000000000067,0.8,1,PERI 36,459601,20240409,probe00
-1.9500000000000068,0.6666666666666666,1,PERI 36,459601,20240409,probe00
-1.900000000000007,0.7,1,PERI 36,459601,20240409,probe00
-1.8500000000000072,0.6,1,PERI 36,459601,20240409,probe00
-1.8000000000000074,0.5666666666666667,1,PERI 36,459601,20240409,probe00
-1.7500000000000075,0.5333333333333333,1,PERI 36,459601,20240409,probe00
-1.7000000000000077,0.43333333333333335,1,PERI 36,459601,20240409,probe00
-1.650000000000008,0.43333333333333335,1,PERI 36,459601,20240409,probe00
-1.600000000000008,0.5,1,PERI 36,459601,20240409,probe00
-1.5500000000000083,0.4666666666666667,1,PERI 36,459601,20240409,probe00
-1.5000000000000084,0.5,1,PERI 36,459601,20240409,probe00
-1.4500000000000086,0.5333333333333333,1,PERI 36,459601,20240409,probe00
-1.4000000000000088,0.4666666666666667,1,PERI 36,459601,20240409,probe00
-1.350000000000009,0.4666666666666667,1,PERI 36,459601,20240409,probe00
-1.3000000000000091,0.4666666666666667,1,PERI 36,459601,20240409,probe00
-1.2500000000000093,0.6,1,PERI 36,459601,20240409,probe00
-1.2000000000000095,0.5,1,PERI 36,459601,20240409,probe00
-1.1500000000000097,0.36666666666666664,1,PERI 36,459601,20240409,probe00
-1.1000000000000099,0.3,1,PERI 36,459601,20240409,probe00
-1.05000000000001,0.26666666666666666,1,PERI 36,459601,20240409,probe00
-1.0000000000000102,0.43333333333333335,1,PERI 36,459601,20240409,probe00
-0.9500000000000104,0.5,1,PERI 36,459601,20240409,probe00
-0.9000000000000106,0.43333333333333335,1,PERI 36,459601,20240409,probe00
-0.8500000000000107,0.43333333333333335,1,PERI 36,459601,20240409,probe00
-0.8000000000000109,0.3,1,PERI 36,459601,20240409,probe00
-0.7500000000000111,0.4,1,PERI 36,459601,20240409,probe00
-0.7000000000000113,0.23333333333333334,1,PERI 36,459601,20240409,probe00
-0.6500000000000115,0.23333333333333334,1,PERI 36,459601,20240409,probe00
-0.6000000000000116,0.2,1,PERI 36,459601,20240409,probe00
-0.5500000000000118,0.36666666666666664,1,PERI 36,459601,20240409,probe00
-0.500000000000012,0.3,1,PERI 36,459601,20240409,probe00
-0.45000000000001217,0.23333333333333334,1,PERI 36,459601,20240409,probe00
-0.40000000000001235,0.43333333333333335,1,PERI 36,459601,20240409,probe00
-0.3500000000000125,0.3,1,PERI 36,459601,20240409,probe00
-0.3000000000000127,0.3,1,PERI 36,459601,20240409,probe00
-0.2500000000000129,0.36666666666666664,1,PERI 36,459601,20240409,probe00
-0.20000000000001306,0.26666666666666666,1,PERI 36,459601,20240409,probe00
-0.15000000000001323,0.4,1,PERI 36,459601,20240409,probe00
-0.10000000000001341,0.23333333333333334,1,PERI 36,459601,20240409,probe00
-3.9,0.5,2,PERI 36,459601,20240409,probe00
-3.85,0.4,2,PERI 36,459601,20240409,probe00
-3.8000000000000003,0.5,2,PERI 36,459601,20240409,probe00
-3.7500000000000004,0.5,2,PERI 36,459601,20240409,probe00
-3.7000000000000006,0.5333333333333333,2,PERI 36,459601,20240409,probe00
-3.650000000000001,0.6333333333333333,2,PERI 36,459601,20240409,probe00
-3.600000000000001,0.5666666666666667,2,PERI 36,459601,20240409,probe00
-3.550000000000001,0.5,2,PERI 36,459601,20240409,probe00
-3.5000000000000013,0.43333333333333335,2,PERI 36,459601,20240409,probe00
-3.4500000000000015,0.4666666666666667,2,PERI 36,459601,20240409,probe00
-3.4000000000000017,0.43333333333333335,2,PERI 36,459601,20240409,probe00
-3.350000000000002,0.5333333333333333,2,PERI 36,459601,20240409,probe00
-3.300000000000002,0.6333333333333333,2,PERI 36,459601,20240409,probe00
-3.250000000000002,0.4666666666666667,2,PERI 36,459601,20240409,probe00
-3.2000000000000024,0.5,2,PERI 36,459601,20240409,probe00
-3.1500000000000026,0.5333333333333333,2,PERI 36,459601,20240409,probe00
-3.1000000000000028,0.4,2,PERI 36,459601,20240409,probe00
-3.050000000000003,0.5,2,PERI 36,459601,20240409,probe00
-3.000000000000003,0.36666666666666664,2,PERI 36,459601,20240409,probe00
-2.9500000000000033,0.36666666666666664,2,PERI 36,459601,20240409,probe00
-2.9000000000000035,0.3333333333333333,2,PERI 36,459601,20240409,probe00
-2.8500000000000036,0.5,2,PERI 36,459601,20240409,probe00
-2.800000000000004,0.5666666666666667,2,PERI 36,459601,20240409,probe00
-2.750000000000004,0.5333333333333333,2,PERI 36,459601,20240409,probe00
-2.700000000000004,0.36666666666666664,2,PERI 36,459601,20240409,probe00
-2.6500000000000044,0.3333333333333333,2,PERI 36,459601,20240409,probe00
-2.6000000000000045,0.4,2,PERI 36,459601,20240409,probe00
-2.5500000000000047,0.6,2,PERI 36,459601,20240409,probe00
-2.500000000000005,0.5,2,PERI 36,459601,20240409,probe00
-2.450000000000005,0.7,2,PERI 36,459601,20240409,probe00
-2.4000000000000052,0.6,2,PERI 36,459601,20240409,probe00
-2.3500000000000054,0.5333333333333333,2,PERI 36,459601,20240409,probe00
-2.3000000000000056,0.4666666666666667,2,PERI 36,459601,20240409,probe00
-2.2500000000000058,0.4,2,PERI 36,459601,20240409,probe00
-2.200000000000006,0.36666666666666664,2,PERI 36,459601,20240409,probe00
-2.150000000000006,0.5,2,PERI 36,459601,20240409,probe00
-2.1000000000000063,0.7333333333333333,2,PERI 36,459601,20240409,probe00
-2.0500000000000065,0.7,2,PERI 36,459601,20240409,probe00
-2.0000000000000067,0.8,2,PERI 36,459601,20240409,probe00
-1.9500000000000068,0.6666666666666666,2,PERI 36,459601,20240409,probe00
-1.900000000000007,0.7,2,PERI 36,459601,20240409,probe00
-1.8500000000000072,0.6,2,PERI 36,459601,20240409,probe00
-1.8000000000000074,0.5666666666666667,2,PERI 36,459601,20240409,probe00
-1.7500000000000075,0.5333333333333333,2,PERI 36,459601,20240409,probe00
-1.7000000000000077,0.43333333333333335,2,PERI 36,459601,20240409,probe00
-1.650000000000008,0.43333333333333335,2,PERI 36,459601,20240409,probe00
-1.600000000000008,0.5,2,PERI 36,459601,20240409,probe00
-1.5500000000000083,0.4666666666666667,2,PERI 36,459601,20240409,probe00
-1.5000000000000084,0.5,2,PERI 36,459601,20240409,probe00
-1.4500000000000086,0.5333333333333333,2,PERI 36,459601,20240409,probe00
-1.4000000000000088,0.4666666666666667,2,PERI 36,459601,20240409,probe00
-1.350000000000009,0.4666666666666667,2,PERI 36,459601,20240409,probe00
-1.3000000000000091,0.4666666666666667,2,PERI 36,459601,20240409,probe00
-1.2500000000000093,0.6,2,PERI 36,459601,20240409,probe00
-1.2000000000000095,0.5,2,PERI 36,459601,20240409,probe00
-1.1500000000000097,0.36666666666666664,2,PERI 36,459601,20240409,probe00
-1.1000000000000099,0.3,2,PERI 36,459601,20240409,probe00
-1.05000000000001,0.26666666666666666,2,PERI 36,459601,20240409,probe00
-1.0000000000000102,0.43333333333333335,2,PERI 36,459601,20240409,probe00
-0.9500000000000104,0.5,2,PERI 36,459601,20240409,probe00
-0.9000000000000106,0.43333333333333335,2,PERI 36,459601,20240409,probe00
-0.8500000000000107,0.43333333333333335,2,PERI 36,459601,20240409,probe00
-0.8000000000000109,0.3,2,PERI 36,459601,20240409,probe00
-0.7500000000000111,0.4,2,PERI 36,459601,20240409,probe00
-0.7000000000000113,0.23333333333333334,2,PERI 36,459601,20240409,probe00
-0.6500000000000115,0.23333333333333334,2,PERI 36,459601,20240409,probe00
-0.6000000000000116,0.2,2,PERI 36,459601,20240409,probe00
-0.5500000000000118,0.36666666666666664,2,PERI 36,459601,20240409,probe00
-0.500000000000012,0.3,2,PERI 36,459601,20240409,probe00
-0.45000000000001217,0.23333333333333334,2,PERI 36,459601,20240409,probe00
-0.40000000000001235,0.43333333333333335,2,PERI 36,459601,20240409,probe00
-0.3500000000000125,0.3,2,PERI 36,459601,20240409,probe00
-0.3000000000000127,0.3,2,PERI 36,459601,20240409,probe00
-0.2500000000000129,0.36666666666666664,2,PERI 36,459601,20240409,probe00
-0.20000000000001306,0.26666666666666666,2,PERI 36,459601,20240409,probe00
-0.15000000000001323,0.4,2,PERI 36,459601,20240409,probe00
-0.10000000000001341,0.23333333333333334,2,PERI 36,459601,20240409,probe00
-3.9,0.5,3,PERI 36,459601,20240409,probe00
-3.85,0.4,3,PERI 36,459601,20240409,probe00
-3.8000000000000003,0.5,3,PERI 36,459601,20240409,probe00
-3.7500000000000004,0.5,3,PERI 36,459601,20240409,probe00
-3.7000000000000006,0.5333333333333333,3,PERI 36,459601,20240409,probe00
-3.650000000000001,0.6333333333333333,3,PERI 36,459601,20240409,probe00
